Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
muyu (1)	<???>	muyu (1)	Imbabura Quechua	1	U+006d U+0075 U+0079 U+0075 U+0020 U+0028 U+0031 U+0029
uyana (2)	<???>	uyana (2)	Imbabura Quechua	1	U+0075 U+0079 U+0061 U+006e U+0061 U+0020 U+0028 U+0032 U+0029
chaupi (2)	<???>	chaupi (2)	Imbabura Quechua	1	U+0063 U+0068 U+0061 U+0075 U+0070 U+0069 U+0020 U+0028 U+0032 U+0029
rupachina (2)	<???>	rupachina (2)	Imbabura Quechua	1	U+0072 U+0075 U+0070 U+0061 U+0063 U+0068 U+0069 U+006e U+0061 U+0020 U+0028 U+0032 U+0029
chingana (2)	<???>	chingana (2)	Imbabura Quechua	1	U+0063 U+0068 U+0069 U+006e U+0067 U+0061 U+006e U+0061 U+0020 U+0028 U+0032 U+0029
charina (3)	<???>	charina (3)	Imbabura Quechua	1	U+0063 U+0068 U+0061 U+0072 U+0069 U+006e U+0061 U+0020 U+0028 U+0033 U+0029
tandachina (1)	<???>	tandachina (1)	Imbabura Quechua	1	U+0074 U+0061 U+006e U+0064 U+0061 U+0063 U+0068 U+0069 U+006e U+0061 U+0020 U+0028 U+0031 U+0029
putru (2)	<???>	putru (2)	Imbabura Quechua	1	U+0070 U+0075 U+0074 U+0072 U+0075 U+0020 U+0028 U+0032 U+0029
mañana (2)	<???>	mañana (2)	Imbabura Quechua	1	U+006d U+0061 U+00f1 U+0061 U+006e U+0061 U+0020 U+0028 U+0032 U+0029
ñawi (1)	<???>	ñawi (1)	Imbabura Quechua	1	U+00f1 U+0061 U+0077 U+0069 U+0020 U+0028 U+0031 U+0029
jachun (2)	<???>	jachun (2)	Imbabura Quechua	1	U+006a U+0061 U+0063 U+0068 U+0075 U+006e U+0020 U+0028 U+0032 U+0029
manya (2)	<???>	manya (2)	Imbabura Quechua	1	U+006d U+0061 U+006e U+0079 U+0061 U+0020 U+0028 U+0032 U+0029
jambik (1)	<???>	jambik (1)	Imbabura Quechua	1	U+006a U+0061 U+006d U+0062 U+0069 U+006b U+0020 U+0028 U+0031 U+0029
fangalla (1)	<???>	fangalla (1)	Imbabura Quechua	1	U+0066 U+0061 U+006e U+0067 U+0061 U+006c U+006c U+0061 U+0020 U+0028 U+0031 U+0029
llullana (1)	<???>	llullana (1)	Imbabura Quechua	1	U+006c U+006c U+0075 U+006c U+006c U+0061 U+006e U+0061 U+0020 U+0028 U+0031 U+0029
^tw	tw	twalla	Imbabura Quechua	1	U+005e U+0074 U+0077
tiyu (1)	<???>	tiyu (1)	Imbabura Quechua	1	U+0074 U+0069 U+0079 U+0075 U+0020 U+0028 U+0031 U+0029
rina (2)	<???>	rina (2)	Imbabura Quechua	1	U+0072 U+0069 U+006e U+0061 U+0020 U+0028 U+0032 U+0029
killa (2)	<???>	killa (2)	Imbabura Quechua	1	U+006b U+0069 U+006c U+006c U+0061 U+0020 U+0028 U+0032 U+0029
mikuna (1)	<???>	mikuna (1)	Imbabura Quechua	1	U+006d U+0069 U+006b U+0075 U+006e U+0061 U+0020 U+0028 U+0031 U+0029
wajcha (2)	<???>	wajcha (2)	Imbabura Quechua	1	U+0077 U+0061 U+006a U+0063 U+0068 U+0061 U+0020 U+0028 U+0032 U+0029
kari (1)	<???>	kari (1)	Imbabura Quechua	1	U+006b U+0061 U+0072 U+0069 U+0020 U+0028 U+0031 U+0029
é$	é	kafé	Imbabura Quechua	1	U+00e9 U+0024
sw	sw	aswila	Imbabura Quechua	1	U+0073 U+0077
warmi (1)	<???>	warmi (1)	Imbabura Quechua	1	U+0077 U+0061 U+0072 U+006d U+0069 U+0020 U+0028 U+0031 U+0029
kari (2)	<???>	kari (2)	Imbabura Quechua	1	U+006b U+0061 U+0072 U+0069 U+0020 U+0028 U+0032 U+0029
rimana (3)	<???>	rimana (3)	Imbabura Quechua	1	U+0072 U+0069 U+006d U+0061 U+006e U+0061 U+0020 U+0028 U+0033 U+0029
putu (2)	<???>	putu (2)	Imbabura Quechua	1	U+0070 U+0075 U+0074 U+0075 U+0020 U+0028 U+0032 U+0029
kishpichina (1)	<???>	kishpichina (1)	Imbabura Quechua	1	U+006b U+0069 U+0073 U+0068 U+0070 U+0069 U+0063 U+0068 U+0069 U+006e U+0061 U+0020 U+0028 U+0031 U+0029
wayrachina (1)	<???>	wayrachina (1)	Imbabura Quechua	1	U+0077 U+0061 U+0079 U+0072 U+0061 U+0063 U+0068 U+0069 U+006e U+0061 U+0020 U+0028 U+0031 U+0029
fiña (2)	<???>	fiña (2)	Imbabura Quechua	1	U+0066 U+0069 U+00f1 U+0061 U+0020 U+0028 U+0032 U+0029
juchachina (1)	<???>	juchachina (1)	Imbabura Quechua	1	U+006a U+0075 U+0063 U+0068 U+0061 U+0063 U+0068 U+0069 U+006e U+0061 U+0020 U+0028 U+0031 U+0029
tarina (2)	<???>	tarina (2)	Imbabura Quechua	1	U+0074 U+0061 U+0072 U+0069 U+006e U+0061 U+0020 U+0028 U+0032 U+0029
ó	ó	liyón	Imbabura Quechua	1	U+00f3
rikuna (2)	<???>	rikuna (2)	Imbabura Quechua	1	U+0072 U+0069 U+006b U+0075 U+006e U+0061 U+0020 U+0028 U+0032 U+0029
jayaj (1)	<???>	jayaj (1)	Imbabura Quechua	1	U+006a U+0061 U+0079 U+0061 U+006a U+0020 U+0028 U+0031 U+0029
