ID	Source_ID	Word_ID	Doculect	Glottocode	Concept	Concepticon_Gloss	Concepticon_ID	original_script	Value	Form
177	26-4-301-1	7215141932551119	Ceq Wong	chew1245	the shoulderblade	SHOULDERBLADE	172		jəʔeŋ bahoʔ	jəʔeŋ bahoʔ 
178	26-4-302-1	7215141457977556	Ceq Wong	chew1245	the collarbone	COLLARBONE	1994		jʔeŋ galoŋ	jʔeŋ galoŋ 
179	26-4-312-1	7215141245901078	Ceq Wong	chew1245	the armpit	ARMPIT	1886		ladaʔ	ladaʔ 
180	26-4-32-1	7215141725243583	Ceq Wong	chew1245	the elbow	ELBOW	981		knɨ̃ŋ	knɨ̃ŋ 
181	26-4-321-1	7215141289895964	Ceq Wong	chew1245	the wrist	WRIST	799		raŋɛ̃l	raŋɛ̃l 
182	26-4-33-1	7215141139258269	Ceq Wong	chew1245	the hand	HAND	1277		cɑs	cɑs 
183	26-4-331-1	7215141709107270	Ceq Wong	chew1245	the palm of the hand	PALM OF HAND	1183		tapak cɑs	tapak cɑs 
184	26-4-34-1	7215141335989936	Ceq Wong	chew1245	the finger	FINGER	1303		wɔŋ cɑs	wɔŋ cɑs 
185	26-4-342-1	7215141432648373	Ceq Wong	chew1245	the thumb	THUMB	1781		bəʔ cɑs	bəʔ cɑs 
186	26-4-344-1	7215141156633122	Ceq Wong	chew1245	the fingernail	FINGERNAIL	1258		skoʔ	skoʔ 
187	26-4-345-1	7215141156633122	Ceq Wong	chew1245	the claw	CLAW	72		skoʔ	skoʔ 
188	26-4-351-1	721514153498968	Ceq Wong	chew1245	the thigh	THIGH	800		bləʔ	bləʔ 
189	26-4-352-1	7215141482180914	Ceq Wong	chew1245	the calf of the leg	CALF OF LEG	498		baŋkoʔ kəhɛr	baŋkoʔ kəhɛr 
190	26-4-36-1	7215141717689673	Ceq Wong	chew1245	the knee	KNEE	1371		ktoŋ	ktoŋ 
191	26-4-37-1	7215141754225145	Ceq Wong	chew1245	the foot	FOOT	1301		cɑn	cɑn 
192	26-4-371-1	7215141102578150	Ceq Wong	chew1245	the ankle	ANKLE	803		kteŋ cɑn	kteŋ cɑn 
193	26-4-372-1	7215141182882998	Ceq Wong	chew1245	the heel	HEEL	980		lol	lol 
194	26-4-374-1	7215141462806442	Ceq Wong	chew1245	the footprint	FOOTPRINT	318		tel	tel 
195	26-4-38-1	7215141732899554	Ceq Wong	chew1245	the toe	TOE	1389		wɔŋ cɑn	wɔŋ cɑn 
196	26-4-392-1	7215141249220804	Ceq Wong	chew1245	the wing	WING	1257		prac	prac 
197	26-4-393-1	7215141944998688	Ceq Wong	chew1245	the feather	FEATHER	1201		sɔk (1)	sɔk (1) 
198	26-4-4-1	7215141252397470	Ceq Wong	chew1245	the chest	CHEST	1592		cnʔɑh	cnʔɑh 
199	26-4-41-1	7215141366337174	Ceq Wong	chew1245	the breast	BREAST	1402		buʔ	buʔ 
200	26-4-42-1	7215141366337174	Ceq Wong	chew1245	the udder	UDDER	154		buʔ	buʔ 
201	26-4-43-1	7215141686558787	Ceq Wong	chew1245	the navel	NAVEL	1838		sksiak (2)	sksiak (2) 
202	26-4-44-1	7215141324941161	Ceq Wong	chew1245	the heart	HEART	1223		kaɲɛ̃s	kaɲɛ̃s 
203	26-4-441-1	7215141124434019	Ceq Wong	chew1245	the lung	LUNG	688		sop	sop 
204	26-4-45-1	7215141660320727	Ceq Wong	chew1245	the liver	LIVER	1224		ros	ros 
205	26-4-451-1	7215141208470850	Ceq Wong	chew1245	the kidney	KIDNEY	489		ploʔ gal	ploʔ gal 
206	26-4-452-1	7215141980006617	Ceq Wong	chew1245	the spleen	SPLEEN	1744		koh	koh 
207	26-4-452-2	7215141247901683	Ceq Wong	chew1245	the spleen	SPLEEN	1744		plih	plih 
208	26-4-46-1	7215141445885194	Ceq Wong	chew1245	the stomach	STOMACH	819		ʔac cəŋ	ʔac cəŋ 
209	26-4-461-1	7215141314112672	Ceq Wong	chew1245	the intestines or guts	INTESTINES	1991		ʔac war	ʔac war 
