ID	Source_ID	Word_ID	Doculect	Glottocode	Concept	Concepticon_Gloss	Concepticon_ID	original_script	Value	Form
666	16-10-473-1	7311315897078723	Archi	arch1244	to go down	GO DOWN (DESCEND)	2014		kɬʼaraši qˤes	kɬʼaraši qˤes 
667	16-10-474-1	7311315308443723	Archi	arch1244	to go out	GO OUT	1107		čelleši qˤes	čelleši qˤes 
668	16-10-48-1	7311315329095104	Archi	arch1244	to come	COME	1446		akɬis	akɬis 
669	16-10-481-1	7311315764263917	Archi	arch1244	to come back	COME BACK	581		baq'ˤas	baq'ˤas 
670	16-10-49-1	7311315294284735	Archi	arch1244	to leave	LEAVE	1752		akːis	akːis 
671	16-10-491-1	7311315251041125	Archi	arch1244	to disappear	DISAPPEAR	485		itʼkes	itʼkes 
672	16-10-51-1	7311315863874779	Archi	arch1244	to flee	FLEE	956		ɬːummus	ɬːummus 
673	16-10-52-1	731131598139434	Archi	arch1244	to follow	FOLLOW	1085		χir herqˤas	χir herqˤas 
674	16-10-53-1	7311315901464804	Archi	arch1244	to pursue	PURSUE	1047		χir qˤes	χir qˤes 
675	16-10-55-1	7311315181004360	Archi	arch1244	to arrive	ARRIVE	1387		akɬis (1)	akɬis (1) 
676	16-10-56-1	731131569042113	Archi	arch1244	to approach	APPROACH	1778		ɬːʷak kes	ɬːʷak kes 
677	16-10-57-1	7311315307962317	Archi	arch1244	to enter	ENTER	749		qˤes	qˤes 
678	16-10-61-1	7311315988310690	Archi	arch1244	to carry	CARRY	700		sas	sas 
679	16-10-612-1	731131582628425	Archi	arch1244	to carry in hand	CARRY IN HAND	412		kura sas	kura sas 
680	16-10-613-1	7311315548536663	Archi	arch1244	to carry on shoulder	CARRY ON SHOULDER	413		qˤuni abtis	qˤuni abtis 
681	16-10-614-1	7311315246721751	Archi	arch1244	to carry on head	CARRY ON HEAD	414		kart’ilit sas	kart’ilit sas 
682	16-10-615-1	7311315960116446	Archi	arch1244	to carry under the arm	CARRY UNDER ARM	415		xilikɬʼ sas	xilikɬʼ sas 
683	16-10-62-1	7311315813273288	Archi	arch1244	to bring	BRING	692		šːubus	šːubus 
684	16-10-63-1	7311315899533334	Archi	arch1244	to send	SEND	1127		tʼal as	tʼal as 
685	16-10-64-1	7311315187259078	Archi	arch1244	to lead	LEAD (GUIDE)	43		karas	karas 
686	16-10-66-1	7311315107353984	Archi	arch1244	to ride	RIDE	367		niˤšiˤt oq’is	niˤšiˤt oq’is 
687	16-10-67-1	7311315803315585	Archi	arch1244	to push	PUSH	1452		χit'bos	χit'bos 
688	16-10-71-1	7311315827883075	Archi	arch1244	the road	ROAD	667		deq’ˤ	deq’ˤ 
689	16-10-72-1	7311315491914219	Archi	arch1244	the path	PATH	2252		deqʼˤ	deqʼˤ 
690	16-10-74-1	7311315592021505	Archi	arch1244	the bridge	BRIDGE	1011		qˤin	qˤin 
691	16-10-75-1	7311315993393334	Archi	arch1244	the cart or wagon	CART	122		ʕarba	ʕarba 
692	16-10-76-1	7311315268779649	Archi	arch1244	the wheel	WHEEL	710		gʷeniši	gʷeniši 
693	16-10-77-1	7311315479694380	Archi	arch1244	the axle	AXLE	1769		tung	tung 
694	16-10-78-1	731131532276128	Archi	arch1244	the yoke	YOKE	14		okɬʼ	okɬʼ 
695	16-10-81-1	7311315855756959	Archi	arch1244	the ship	SHIP	740		gimi	gimi 
696	16-10-83-1	7311315855756959	Archi	arch1244	the boat	BOAT	1844		gimi	gimi 
697	16-11-11-1	731131590623561	Archi	arch1244	to have	HAVE	773		i	i 
698	16-11-13-1	7311315813273288	Archi	arch1244	to take	TAKE	1749		šːubus	šːubus 
699	16-11-14-1	7311315988310690	Archi	arch1244	to grasp	SEIZE	855		sas	sas 
700	16-11-15-1	7311315988310690	Archi	arch1244	to hold	HOLD	1448		sas	sas 
701	16-11-16-1	7311315594961922	Archi	arch1244	to get	GET	694		akɬis (2)	akɬis (2) 
702	16-11-17-1	7311315633652784	Archi	arch1244	to keep	KEEP	1477		c’unas	c’unas 
703	16-11-18-1	7311315141338550	Archi	arch1244	the thing	THING	738		hekɬ’ena	hekɬ’ena 
704	16-11-21-1	7311315548750657	Archi	arch1244	to give	GIVE	1447		kɬos	kɬos 
705	16-11-22-1	7311315874173706	Archi	arch1244	to give back	GIVE BACK	85		χaraši kɬos	χaraši kɬos 
706	16-11-24-1	7311315801676276	Archi	arch1244	to preserve	PRESERVE	1997		cʼunas	cʼunas 
707	16-11-25-1	7311315700288863	Archi	arch1244	to rescue	RESCUE	2008		χustaras	χustaras 
708	16-11-27-1	7311315135583368	Archi	arch1244	to destroy	DESTROY	681		dimmus as	dimmus as 
709	16-11-28-1	7311315151656330	Archi	arch1244	to injure	INJURE	44		lias	lias 
710	16-11-31-1	7311315590472838	Archi	arch1244	to look for	LOOK FOR	1468		irkːus	irkːus 
711	16-11-32-1	7311315455127716	Archi	arch1244	to find	FIND	719		χos	χos 
712	16-11-33-1	7311315319548193	Archi	arch1244	to lose	LOSE	1660		itʼas	itʼas 
713	16-11-34-1	7311315431718998	Archi	arch1244	to let go	LET GO OR SET FREE	1095		atis	atis 
