ID	Source_ID	Word_ID	Doculect	Glottocode	Concept	Concepticon_Gloss	Concepticon_ID	original_script	Value	Form
1161	14-17-53-1	7426161649691177	Kildin Saami	kild1236	if	IF	1459	коалэ	koale	koale 
1162	14-17-54-1	74261616722621548	Kildin Saami	kild1236	or	OR	1014	вай	vaj	vaj 
1163	14-17-54-2	74261616865681929	Kildin Saami	kild1236	or	OR	1014	элэ	ele	ele 
1164	14-17-55-1	74261616271273735	Kildin Saami	kild1236	yes	YES	1268	ныдтҍ	nɨdt’	nɨdt’ 
1165	14-17-61-1	74261616907059683	Kildin Saami	kild1236	how?	HOW	1239	ко̄ххт	kōxxt	kōxxt 
1166	14-17-62-1	74261616604682808	Kildin Saami	kild1236	how many?	HOW MANY	822	мэ̄нн-ве̄рьт	mēnn-vier’t	mēnn-vier’t 
1167	14-17-63-1	74261616604682808	Kildin Saami	kild1236	how much?	HOW MUCH	531	мэ̄нн-ве̄рьт	mēnn-vier’t	mēnn-vier’t 
1168	14-17-64-1	74261616612599006	Kildin Saami	kild1236	what?	WHAT	1236	мӣ	mī	mī 
1169	14-17-64-2	74261616817410048	Kildin Saami	kild1236	what?	WHAT	1236	мэгк	megk	megk 
1170	14-17-65-1	74261616739318978	Kildin Saami	kild1236	when?	WHEN	1238	куэссь	kuess’	kuess’ 
1171	14-17-66-1	74261616962782818	Kildin Saami	kild1236	where?	WHERE	1237	касьт	kas’t	kas’t 
1172	14-17-67-1	74261616227134133	Kildin Saami	kild1236	which?	WHICH	727	манҍтэ	man’te	man’te 
1173	14-17-68-1	74261616273154201	Kildin Saami	kild1236	who?	WHO	1235	ке̄	kē	kē 
1174	14-17-68-2	74261616296687163	Kildin Saami	kild1236	who?	WHO	1235	кегк	kegk	kegk 
1175	14-17-69-1	74261616222604822	Kildin Saami	kild1236	why?	WHY	1270	мэйт?	mejt	mejt 
1176	14-18-11-1	7426161628120074	Kildin Saami	kild1236	the voice	VOICE	1363	ӣнн	īnn (2)	īnn (2) 
1177	14-18-12-1	74261616923726068	Kildin Saami	kild1236	to sing	SING	1261	ла̄ввлэ	lāvvle	lāvvle 
1178	14-18-13-1	74261616900967872	Kildin Saami	kild1236	to shout	SHOUT	715	ря̄гкэ	reagke	reagke 
1179	14-18-15-1	74261616706260292	Kildin Saami	kild1236	to whisper	WHISPER	55	сафьксэ	saf’kse	saf’kse 
1180	14-18-17-1	74261616358506096	Kildin Saami	kild1236	to whistle	WHISTLE	1025	нюрркэ	njurrke	njurrke 
1181	14-18-18-1	74261616283764426	Kildin Saami	kild1236	to shriek	SHRIEK	298	пыччке	pɨččke	pɨččke 
1182	14-18-19-1	7426161696538521	Kildin Saami	kild1236	to howl	HOWL	526	оаллвэ	oallve	oallve 
1183	14-18-21-1	74261616544193752	Kildin Saami	kild1236	to speak or talk	SPEAK	1623	са̄ррнэ	sārrne	sārrne 
1184	14-18-211-1	74261616378735650	Kildin Saami	kild1236	to stutter or stammer	STUTTER	1866	вэвтнэ	vevtne	vevtne 
1185	14-18-22-1	74261616329040913	Kildin Saami	kild1236	to say	SAY	1458	це̄ӆӆькэ	ciellh’ke	ciellh’ke 
1186	14-18-221-1	74261616266320428	Kildin Saami	kild1236	to tell	TELL	1711	моайнсэ	moajnse	moajnse 
1187	14-18-222-1	74261616376354842	Kildin Saami	kild1236	the speech	SPEECH	1115	кӣлл	kīll	kīll 
1188	14-18-23-1	74261616937602826	Kildin Saami	kild1236	to be silent	BE SILENT	48	оаррэ инха	oarre inxa	oarre inxa 
1189	14-18-24-1	74261616376354842	Kildin Saami	kild1236	the language	LANGUAGE	1307	кӣлл	kīll	kīll 
1190	14-18-26-1	74261616760984555	Kildin Saami	kild1236	the word	WORD	1599	са̄ннҍ	sānn’	sānn’ 
1191	14-18-28-1	74261616670790445	Kildin Saami	kild1236	the name	NAME	1405	нэ̄мм	nēmm	nēmm 
1192	14-18-31-1	74261616315456739	Kildin Saami	kild1236	to ask(1)	ASK (INQUIRE)	1309	кэ̄дже	kēdče	kēdče 
1193	14-18-32-1	74261616745729537	Kildin Saami	kild1236	to answer	ANSWER	1275	вуэсстлэ	vuesstle	vuesstle 
1194	14-18-33-1	74261616894599367	Kildin Saami	kild1236	to admit	ADMIT	2022	вӯйкас са̄ррнэ	vūjkas sārrne	vūjkas sārrne 
1195	14-18-35-1	74261616824490245	Kildin Saami	kild1236	to ask(2)	ASK (REQUEST)	1828	а̄ннэ	ānne	ānne 
1196	14-18-36-1	74261616209421046	Kildin Saami	kild1236	to promise	PROMISE	1675	ошшьтъе	ošš’tje	ošš’tje 
1197	14-18-37-1	7426161651074391	Kildin Saami	kild1236	to refuse	REFUSE	49	кӣлльтэ	kīll’te	kīll’te 
1198	14-18-38-1	7426161651074391	Kildin Saami	kild1236	to forbid	FORBID	83	кӣлльтэ	kīll’te	kīll’te 
1199	14-18-39-1	74261616814775168	Kildin Saami	kild1236	to scold	SCOLD	299	оаҏҏтэ	oarrhte	oarrhte 
1200	14-18-41-1	74261616662211131	Kildin Saami	kild1236	to call(1)	CALL	1084	коаһчэ	koahče	koahče 
1201	14-18-42-1	74261616589849889	Kildin Saami	kild1236	to call(2)	CALL BY NAME	180	нэммдэ	nemmde	nemmde 
1202	14-18-43-1	7426161620583576	Kildin Saami	kild1236	to announce	ANNOUNCE	9	э̄ллхэ	ēllmxe	ēllmxe 
1203	14-18-44-1	74261616333515579	Kildin Saami	kild1236	to threaten	THREATEN	1192	пальтхэ	pal’txe	pal’txe 
1204	14-18-45-1	74261616509952783	Kildin Saami	kild1236	to boast	BOAST	101	куаррк	kuarrk	kuarrk 
1205	14-18-51-1	74261616926997751	Kildin Saami	kild1236	to write	WRITE	1672	кырьйхэ	kɨrjxe	kɨrjxe 
1206	14-18-52-1	74261616467413850	Kildin Saami	kild1236	to read	READ	724	ло̄гкэ	lōgke	lōgke 
1207	14-18-56-1	74261616120690051	Kildin Saami	kild1236	the paper	PAPER	648	пымме	pɨmm’e	pɨmm’e 
1208	14-18-57-1	74261616776487849	Kildin Saami	kild1236	the pen	PEN	794	карндашш	karndašš	karndašš 
1209	14-18-57-2	74261616777635716	Kildin Saami	kild1236	the pen	PEN	794	пера	piera	piera 
1210	14-18-61-1	74261616889968292	Kildin Saami	kild1236	the book	BOOK	963	кнӣга	knīga	knīga 
1211	14-18-67-1	74261616466034654	Kildin Saami	kild1236	the poet	POET	1045	ла̄ввл-кырьйхэй	lāvvl-kɨrjxej	lāvvl-kɨrjxej 
1212	14-18-72-1	74261616918952607	Kildin Saami	kild1236	the drum	DRUM	908	бāрбан	bārban	bārban 
1213	14-18-72-2	74261616504752739	Kildin Saami	kild1236	the drum	DRUM	908	бӯбен	būb’en	būb’en 
1214	14-18-73-1	74261616329071897	Kildin Saami	kild1236	the horn or trumpet	BRASS INSTRUMENT (HORN OR TRUMPET)	2136	туррьп	turr’p	turr’p 
1215	14-18-74-1	74261616152444090	Kildin Saami	kild1236	the rattle	RATTLE	300	шэ̄ҏҏ	šērrh	šērrh 
1216	14-19-11-1	74261616113179020	Kildin Saami	kild1236	the country	COUNTRY	1300	ланнҍ	lann’	lann’ 
1217	14-19-12-1	74261616714728474	Kildin Saami	kild1236	the native country	NATIVE COUNTRY	89	ша̄ннт-е̄ммьнэ	šānnt-jēmm’ne	šānnt-jēmm’ne 
1218	14-19-15-1	74261616113179020	Kildin Saami	kild1236	the town	TOWN	1391	ланнҍ	lann’	lann’ 
1219	14-19-16-1	74261616715730716	Kildin Saami	kild1236	the village	VILLAGE	930	сыййт	sɨjjt	sɨjjt 
1220	14-19-17-1	74261616619576927	Kildin Saami	kild1236	the boundary	BOUNDARY	1010	ре̄ввьн	rievv’n	rievv’n 
1221	14-19-21-1	74261616201997751	Kildin Saami	kild1236	the people	PEOPLE	789	нарэдт	naredt	naredt 
1222	14-19-23-1	74261616715730716	Kildin Saami	kild1236	the clan	CLAN	302	сыййт	sɨjjt	sɨjjt 
1223	14-19-24-1	74261616566204417	Kildin Saami	kild1236	the chieftain	CHIEFTAIN	301	ав’тмусс олма	av’tmuss olma	av’tmuss olma 
1224	14-19-25-1	74261616365841893	Kildin Saami	kild1236	the walking stick	WALKING STICK	1296	суэммьп	suemm’p	suemm’p 
1225	14-19-31-1	74261616632571101	Kildin Saami	kild1236	to rule or govern	RULE	1846	правительства	pravít’el’stva	pravít’el’stva 
1226	14-19-32-1	742616166823457	Kildin Saami	kild1236	the king	KING	1508	цоарр	coarr	coarr 
1227	14-19-36-1	74261616661467660	Kildin Saami	kild1236	the noble	NOBLE	482	шӯвв олма	šūvv olma	šūvv olma 
1228	14-19-37-1	74261616898394701	Kildin Saami	kild1236	the citizen	CITIZEN	1032	е̄ллей	jēllej	jēllej 
1229	14-19-41-1	74261616651855965	Kildin Saami	kild1236	the master	MASTER	383	шӯрр пэ̄ҏҏт олма	šūrr pērrht olma	šūrr pērrht olma 
1230	14-19-43-1	742616167993940	Kildin Saami	kild1236	the servant	SERVANT	255	kаs	kas	kas 
1231	14-19-44-1	74261616365516139	Kildin Saami	kild1236	the freeman	FREEMAN	384	ва̄ллт олма	vāllt olma	vāllt olma 
1232	14-19-45-1	74261616662211131	Kildin Saami	kild1236	to command or order	ORDER	1128	коаһчэ	koahče	koahče 
1233	14-19-46-1	7426161676555580	Kildin Saami	kild1236	to obey	OBEY	1635	куллтэллэ	kulltelle	kulltelle 
1234	14-19-47-1	74261616354682884	Kildin Saami	kild1236	to permit	PERMIT	1003	лӯшшьтэ	lūšš’te	lūšš’te 
1235	14-19-51-1	74261616176969185	Kildin Saami	kild1236	the friend	FRIEND	1325	ка̄ннҍц	kānn’c	kānn’c 
1236	14-19-51-2	74261616200608257	Kildin Saami	kild1236	the friend	FRIEND	1325	тоавврэшш	toavvrešš	toavvrešš 
1237	14-19-52-1	74261616113313572	Kildin Saami	kild1236	the enemy	ENEMY	1358	чудть	čudt’	čudt’ 
1238	14-19-54-1	74261616380078739	Kildin Saami	kild1236	the neighbour	NEIGHBOUR	1332	поаллтъ-е̄ллей	poallt-jēllej	poallt-jēllej 
1239	14-19-55-1	74261616746126352	Kildin Saami	kild1236	the stranger	STRANGER	791	е̄һк	jēhk	jēhk 
1240	14-19-56-1	74261616161892084	Kildin Saami	kild1236	the guest	GUEST	1782	кӯссь	kūss’	kūss’ 
1241	14-19-57-1	74261616169680512	Kildin Saami	kild1236	the host	HOST	1545	хозьенҍ	xozjen’	xozjen’ 
1242	14-19-58-1	74261616868301207	Kildin Saami	kild1236	to help	HELP	1897	ве̄кьхэ	viek’xe	viek’xe 
1243	14-19-59-1	742616166070991	Kildin Saami	kild1236	to prevent	PREVENT	1550	е̄кхэллэ	jēkxelle	jēkxelle 
1244	14-19-61-1	74261616304730300	Kildin Saami	kild1236	the custom	CUSTOM	1747	е̄ллем-налль	jēll’em-nall’	jēll’em-nall’ 
1245	14-19-62-1	74261616857166842	Kildin Saami	kild1236	the quarrel	QUARREL	1848	ё̄ввмушш	joavvmušš	joavvmušš 
1246	14-19-62-2	74261616638954236	Kildin Saami	kild1236	the quarrel	QUARREL	1848	туарр	tuarr	tuarr 
1247	14-19-63-1	74261616760984555	Kildin Saami	kild1236	the plot	PLOT	2024	са̄ннҍ	sānn’	sānn’ 
1248	14-19-65-1	74261616745729537	Kildin Saami	kild1236	to meet	MEET	1831	вуэсстлэ	vuesstle	vuesstle 
1249	14-19-72-1	74261616766144077	Kildin Saami	kild1236	the prostitute	PROSTITUTE	1610	курва	kurva	kurva 
1250	14-20-11-1	74261616815463127	Kildin Saami	kild1236	to fight	FIGHT	1423	туаррэ	tuarre	tuarre 
1251	14-20-13-1	74261616638954236	Kildin Saami	kild1236	the war or battle	BATTLE	579	туарр	tuarr	tuarr 
1252	14-20-14-1	74261616353205501	Kildin Saami	kild1236	the peace	PEACE	1338	мырр	mɨrr	mɨrr 
1253	14-20-15-1	74261616927831337	Kildin Saami	kild1236	the army	ARMY	1561	туаррэм-вӣг	tuarrem-vīg	tuarrem-vīg 
1254	14-20-17-1	74261616932108768	Kildin Saami	kild1236	the soldier	SOLDIER	1941	соалтэх	soaltex	soaltex 
1255	14-20-21-1	74261616850836583	Kildin Saami	kild1236	the weapons	WEAPONS	951	туарр-ве̄шш	tuarr-viešš	tuarr-viešš 
1256	14-20-22-1	74261616522371065	Kildin Saami	kild1236	the club	CLUB	1763	кэ̄ллт	kēllt	kēllt 
1257	14-20-222-1	74261616729039971	Kildin Saami	kild1236	the battle-axe	BATTLE-AXE	386	туарр-оаккш	tuarr-oakkš	tuarr-oakkš 
1258	14-20-24-1	74261616916878359	Kildin Saami	kild1236	the bow	BOW	994	ю̄ккс	jūkks	jūkks 
1259	14-20-25-1	74261616835958834	Kildin Saami	kild1236	the arrow	ARROW	977	ню̄лл	njūll	njūll 
1260	14-20-26-1	74261616739201043	Kildin Saami	kild1236	the spear	SPEAR	945	ча̄ррв	čārrv	čārrv 
1261	14-20-27-1	8717952610738090	Kildin Saami	kild1236	the sword	SWORD	1535	мӣһкь	mīhk’	mīhk’ 
1262	14-20-28-1	74261616135594292	Kildin Saami	kild1236	the gun	GUN	1566	пысс	pɨss	pɨss 
1263	14-20-33-1	74261616295306703	Kildin Saami	kild1236	the helmet	HELMET	1680	руввьт-кабперь	ruvv’t-kabp’er’	ruvv’t-kabp’er’ 
1264	14-20-36-1	87171633464702610	Kildin Saami	kild1236	the tower	TOWER	1671	башня	bašn’a	bašn’a 
1265	14-20-41-1	74261616822104972	Kildin Saami	kild1236	the victory	VICTORY	783	вуэҋҋтэмушш	vuejjhtemušš	vuejjhtemušš 
1266	14-20-42-1	74261616563174055	Kildin Saami	kild1236	the defeat	DEFEAT	782	вуэҋтхуввэ	vuejhtxuvve	vuejhtxuvve 
1267	14-20-44-1	74261616742187155	Kildin Saami	kild1236	to defend	DEFEND	1330	туарръе	tuarrje	tuarrje 
1268	14-20-45-1	74261616387349911	Kildin Saami	kild1236	to retreat	RETREAT	421	ма̄ӈӈас мэ̄ннэ	māŋŋas mēnne	māŋŋas mēnne 
1269	14-20-46-1	74261616734288749	Kildin Saami	kild1236	to surrender	SURRENDER	1696	вуэллнэ	vuellne	vuellne 
1270	14-20-47-1	74261616669719334	Kildin Saami	kild1236	the captive or prisoner	PRISONER	1072	тuррьмшэһк	turr’mšehk	turr’mšehk 
1271	14-20-471-1	7426161664010313	Kildin Saami	kild1236	the guard	GUARD	1940	ва̄ххта	vāxxta	vāxxta 
1272	14-20-48-1	74261616719650759	Kildin Saami	kild1236	the booty	BOOTY	1022	шыл	šɨl	šɨl 
1273	14-20-51-1	74261616754762078	Kildin Saami	kild1236	the fisherman	FISHERMAN	1858	кӯлль-шыллей	kūll’-šɨllej	kūll’-šɨllej 
1274	14-20-52-1	74261616218261715	Kildin Saami	kild1236	the fishhook	FISHHOOK	1074	вӯӈӈк	vūŋŋk	vūŋŋk 
1275	14-20-53-1	74261616982600438	Kildin Saami	kild1236	the fishing line	FISHING LINE	19	ва̄дт	vādt	vādt 
1276	14-20-54-1	74261616449359076	Kildin Saami	kild1236	the fishnet	FISHNET	388	са̄ййм	sājjm	sājjm 
1277	14-20-54-2	74261616235102001	Kildin Saami	kild1236	the fishnet	FISHNET	388	вӣрэм	vīrem	vīrem 
1278	14-20-54-3	74261616681365846	Kildin Saami	kild1236	the fishnet	FISHNET	388	ре̄ҋҋм	riejjhm	riejjhm 
1279	14-20-55-1	74261616498870934	Kildin Saami	kild1236	the fish trap	FISH TRAP	389	мережь	mier’ež’	mier’ež’ 
1280	14-20-56-1	74261616288805097	Kildin Saami	kild1236	the bait	BAIT	2013	се̄ппьт	siepp’t	siepp’t 
1281	14-20-61-1	74261616607349266	Kildin Saami	kild1236	to hunt	HUNT	1435	ме̄һць	miehc’	miehc’ 
1282	14-20-62-1	74261616756732352	Kildin Saami	kild1236	to shoot	SHOOT	1172	ряшкхэ	reaškxe	reaškxe 
1283	14-20-63-1	74261616685631865	Kildin Saami	kild1236	to miss	MISS (A TARGET)	161	эйй поабпхэ	ejj poabpxe	ejj poabpxe 
1284	14-20-64-1	74261616311681638	Kildin Saami	kild1236	the trap	TRAP (PITFALL)	1075	рӯввьт	rūvv’t	rūvv’t 
1285	14-20-65-1	7426161696037388	Kildin Saami	kild1236	to trap	TRAP (CATCH)	1170	шылле	šɨll’e	šɨll’e 
1286	14-21-11-1	74261616653333693	Kildin Saami	kild1236	the law	LAW	1062	законн	zakonn	zakonn 
1287	14-21-15-1	74261616391694024	Kildin Saami	kild1236	the court	COURT	1068	сӯдт	sūdt	sūdt 
1288	14-12-013-1	74261616836024552	Kildin Saami	kild1236	at	AT	1461	альн	al’n	al’n 
1289	14-21-16-1	74261616869591283	Kildin Saami	kild1236	to adjudicate	ADJUDICATE	1818	сӯдтэ	sūdte	sūdte 
1290	14-21-17-1	74261616391694024	Kildin Saami	kild1236	the judgment	JUDGMENT	1067	сӯдт	sūdt	sūdt 
1291	14-21-18-1	74261616109651467	Kildin Saami	kild1236	the judge	JUDGE	861	сӯдтей	sūdtej	sūdtej 
1292	14-21-22-1	74261616726159321	Kildin Saami	kild1236	the defendant	DEFENDANT	1034	ве̄рхуввэй	vierxuvvej	vierxuvvej 
