Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
yuan2 (2)	<???>	yuan2 (2)	Mandarin Chinese	1	U+0079 U+0075 U+0061 U+006e U+0032 U+0020 U+0028 U+0032 U+0029
mu3 (2)	<???>	mu3 (2)	Mandarin Chinese	1	U+006d U+0075 U+0033 U+0020 U+0028 U+0032 U+0029
(zai4 ...) pang2bian1	<???>	(zai4 ...) pang2bian1	Mandarin Chinese	1	U+0028 U+007a U+0061 U+0069 U+0034 U+0020 U+002e U+002e U+002e U+0029 U+0020 U+0070 U+0061 U+006e U+0067 U+0032 U+0062 U+0069 U+0061 U+006e U+0031
hu2 (2)	<???>	hu2 (2)	Mandarin Chinese	1	U+0068 U+0075 U+0032 U+0020 U+0028 U+0032 U+0029
shu3 (3)	<???>	shu3 (3)	Mandarin Chinese	1	U+0073 U+0068 U+0075 U+0033 U+0020 U+0028 U+0033 U+0029
shi1zi (2)	<???>	shi1zi (2)	Mandarin Chinese	1	U+0073 U+0068 U+0069 U+0031 U+007a U+0069 U+0020 U+0028 U+0032 U+0029
jiu4 (3)	<???>	jiu4 (3)	Mandarin Chinese	1	U+006a U+0069 U+0075 U+0034 U+0020 U+0028 U+0033 U+0029
feng1 (2)	<???>	feng1 (2)	Mandarin Chinese	1	U+0066 U+0065 U+006e U+0067 U+0031 U+0020 U+0028 U+0032 U+0029
pi2 (1)	<???>	pi2 (1)	Mandarin Chinese	1	U+0070 U+0069 U+0032 U+0020 U+0028 U+0031 U+0029
jian1 (2)	<???>	jian1 (2)	Mandarin Chinese	1	U+006a U+0069 U+0061 U+006e U+0031 U+0020 U+0028 U+0032 U+0029
huo2(de)	<???>	huo2(de)	Mandarin Chinese	1	U+0068 U+0075 U+006f U+0032 U+0028 U+0064 U+0065 U+0029
ci2 (2)	<???>	ci2 (2)	Mandarin Chinese	1	U+0063 U+0069 U+0032 U+0020 U+0028 U+0032 U+0029
feng1 (1)	<???>	feng1 (1)	Mandarin Chinese	1	U+0066 U+0065 U+006e U+0067 U+0031 U+0020 U+0028 U+0031 U+0029
jiao3 (1)	<???>	jiao3 (1)	Mandarin Chinese	1	U+006a U+0069 U+0061 U+006f U+0033 U+0020 U+0028 U+0031 U+0029
dui4 (1)	<???>	dui4 (1)	Mandarin Chinese	1	U+0064 U+0075 U+0069 U+0034 U+0020 U+0028 U+0031 U+0029
jiao4 (1)	<???>	jiao4 (1)	Mandarin Chinese	1	U+006a U+0069 U+0061 U+006f U+0034 U+0020 U+0028 U+0031 U+0029
yuan2 (1)	<???>	yuan2 (1)	Mandarin Chinese	1	U+0079 U+0075 U+0061 U+006e U+0032 U+0020 U+0028 U+0031 U+0029
dong4 (1)	<???>	dong4 (1)	Mandarin Chinese	1	U+0064 U+006f U+006e U+0067 U+0034 U+0020 U+0028 U+0031 U+0029
jia1 (1)	<???>	jia1 (1)	Mandarin Chinese	1	U+006a U+0069 U+0061 U+0031 U+0020 U+0028 U+0031 U+0029
che1pai2(r)	<???>	che1pai2(r)	Mandarin Chinese	1	U+0063 U+0068 U+0065 U+0031 U+0070 U+0061 U+0069 U+0032 U+0028 U+0072 U+0029
