Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
mare (2)	<???>	mare (2)	Romanian	1	U+006d U+0061 U+0072 U+0065 U+0020 U+0028 U+0032 U+0029
a se ciuc(ul)i	<???>	a se ciuc(ul)i	Romanian	1	U+0061 U+0020 U+0073 U+0065 U+0020 U+0063 U+0069 U+0075 U+0063 U+0028 U+0075 U+006c U+0029 U+0069
acum(a)	<???>	acum(a)	Romanian	1	U+0061 U+0063 U+0075 U+006d U+0028 U+0061 U+0029
tâmp(it)	<???>	tâmp(it)	Romanian	1	U+0074 U+00e2 U+006d U+0070 U+0028 U+0069 U+0074 U+0029
a (se) căca	<???>	a (se) căca	Romanian	1	U+0061 U+0020 U+0028 U+0073 U+0065 U+0029 U+0020 U+0063 U+0103 U+0063 U+0061
a (stră)luci	<???>	a (stră)luci	Romanian	1	U+0061 U+0020 U+0028 U+0073 U+0074 U+0072 U+0103 U+0029 U+006c U+0075 U+0063 U+0069
a(-şi) aminti	<???>	a(-şi) aminti	Romanian	1	U+0061 U+0028 U+002d U+015f U+0069 U+0029 U+0020 U+0061 U+006d U+0069 U+006e U+0074 U+0069
a (a)căţăra	<???>	a (a)căţăra	Romanian	1	U+0061 U+0020 U+0028 U+0061 U+0029 U+0063 U+0103 U+0163 U+0103 U+0072 U+0061
a (se) opri	<???>	a (se) opri	Romanian	1	U+0061 U+0020 U+0028 U+0073 U+0065 U+0029 U+0020 U+006f U+0070 U+0072 U+0069
(porc) mistreţ	<???>	(porc) mistreţ	Romanian	1	U+0028 U+0070 U+006f U+0072 U+0063 U+0029 U+0020 U+006d U+0069 U+0073 U+0074 U+0072 U+0065 U+0163
a şop(o)ti	<???>	a şop(o)ti	Romanian	1	U+0061 U+0020 U+015f U+006f U+0070 U+0028 U+006f U+0029 U+0074 U+0069
a (în)grămădi	<???>	a (în)grămădi	Romanian	1	U+0061 U+0020 U+0028 U+00ee U+006e U+0029 U+0067 U+0072 U+0103 U+006d U+0103 U+0064 U+0069
