Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
ɯˀ$	ɯˀ	dɯˀ	Ket	1	U+026f U+02c0 U+0024
ɯɯ$	ɯː	sɯɯ	Ket	1	U+026f U+026f U+0024
lsˀ$	l + sˀ	senkalabelsˀ	Ket	1	U+006c U+0073 U+02c0 U+0024
əˀ$	əˀ	təˀ	Ket	1	U+0259 U+02c0 U+0024
uu$	uː	huu	Ket	1	U+0075 U+0075 U+0024
rs	r s	lekarsvo	Ket	1	U+0072 U+0073
č$	tʃ	mač	Ket	1	U+010d U+0024
oo$	oː	qoo	Ket	1	U+006f U+006f U+0024
ŋs	ŋ s	qoŋsajdo	Ket	1	U+014b U+0073
^əə$	əː	əə	Ket	1	U+005e U+0259 U+0259 U+0024
^ās$	ā/a s	ās	Ket	1	U+005e U+0101 U+0073 U+0024
^v	v	vrag	Ket	1	U+005e U+0076
^uˀ	uˀ	uˀt	Ket	1	U+005e U+0075 U+02c0
^i$	i	i	Ket	1	U+005e U+0069 U+0024
^tt	t + t	t-tn	Ket	1	U+005e U+0074 U+0074
z	z	poezd	Ket	1	U+007a
ts	ts	bitsa	Ket	1	U+0074 U+0073
^r	r	remna	Ket	1	U+005e U+0072
č	tʃ				
ē	ē/e				
^š	ʃ				
^aˀ	aˀ				
̌	š/ʃ				
